Date,0
2023-01-03,100049.4253753662
2023-01-04,99999.7678753662
2023-01-05,99999.7678753662
2023-01-06,99999.7678753662
2023-01-09,99951.29051501464
2023-01-10,99951.29051501464
2023-01-11,99951.29051501464
2023-01-12,99998.6764378662
2023-01-13,100046.20907751464
2023-01-16,100094.38987731932
2023-01-17,100094.38987731932
2023-01-18,100046.23035583495
2023-01-19,100094.19675524901
2023-01-20,100094.19675524901
2023-01-23,100046.85667712401
2023-01-24,99999.56747790526
2023-01-25,99999.56747790526
2023-01-27,100049.12766278075
2023-01-30,100098.48172369384
2023-01-31,100098.48172369384
2023-02-01,100050.64812213134
2023-02-02,100050.64812213134
2023-02-03,100099.98892254638
2023-02-06,100148.44164227294
2023-02-07,100099.18860321044
2023-02-08,100148.63980340575
2023-02-09,100196.77285241698
2023-02-10,100245.40630395507
2023-02-13,100196.9827791748
2023-02-14,100244.90042932128
2023-02-15,100196.281904541
2023-02-16,100147.34635461424
2023-02-17,100195.57847924803
2023-02-20,100195.57847924803
2023-02-21,100195.57847924803
2023-02-22,100148.01160607908
2023-02-23,100098.01960412595
2023-02-24,100050.90677941892
2023-02-27,100001.04917980955
2023-02-28,99951.11958020017
2023-03-01,100000.17094055173
2023-03-02,99950.68317883299
2023-03-03,99950.68317883299
2023-03-06,99901.4543790283
2023-03-08,99901.4543790283
2023-03-09,99853.22397863769
2023-03-10,99853.22397863769
2023-03-13,99900.34622082519
2023-03-14,99900.34622082519
2023-03-15,99900.34622082519
2023-03-16,99851.44147290038
2023-03-17,99900.38489831542
2023-03-20,99900.38489831542
2023-03-21,99948.43327227782
2023-03-22,99997.52561578368
2023-03-23,100047.1137670288
2023-03-24,99997.56386578368
2023-03-27,99997.56386578368
2023-03-28,99997.56386578368
2023-03-29,100045.01503277587
2023-03-31,100045.01503277587
2023-04-03,100093.26579327392
2023-04-05,100143.01085522461
2023-04-06,100192.32598339843
2023-04-10,100192.32598339843
2023-04-11,100192.32598339843
2023-04-12,100142.59443719483
2023-04-13,100192.53278802491
2023-04-17,100192.53278802491
2023-04-18,100192.53278802491
2023-04-19,100145.0095878296
2023-04-20,100145.0095878296
2023-04-21,100097.57790911866
2023-04-24,100049.87070892335
2023-04-25,100097.69022747804
2023-04-26,100097.69022747804
2023-04-27,100146.4606268921
2023-04-28,100099.3487003174
2023-05-02,100099.3487003174
2023-05-03,100099.3487003174
2023-05-04,100149.0831817627
2023-05-05,100100.90828216553
2023-05-08,100149.04118286133
2023-05-09,100102.06124255371
2023-05-10,100151.7901399536
2023-05-11,100151.7901399536
2023-05-12,100201.74763995361
2023-05-15,100154.56630950928
2023-05-16,100201.69618927002
2023-05-17,100201.69618927002
2023-05-18,100249.22261749268
2023-05-19,100201.50291766357
2023-05-22,100153.86231903076
2023-05-23,100201.61120916747
2023-05-24,100249.15780084228
2023-05-25,100296.77012005614
2023-05-26,100344.83897821044
2023-05-29,100296.14725677489
2023-05-30,100344.88139605711
2023-05-31,100295.72291680907
2023-06-01,100246.41673516844
2023-06-02,100196.73780438231
2023-06-05,100147.11480438232
2023-06-06,100196.39977410888
2023-06-07,100196.39977410888
2023-06-08,100146.72917462158
2023-06-09,100195.98061578369
2023-06-12,100245.43029656982
2023-06-13,100295.22605694579
2023-06-14,100295.22605694579
2023-06-15,100245.42112701415
2023-06-16,100198.70471691893
2023-06-19,100245.69627252196
2023-06-20,100245.69627252196
2023-06-21,100245.69627252196
2023-06-22,100245.69627252196
2023-06-23,100245.69627252196
2023-06-26,100196.62781231689
2023-06-27,100196.62781231689
2023-06-28,100246.1146618042
2023-06-30,100295.9336618042
2023-07-03,100342.61250170898
2023-07-04,100392.59100170898
2023-07-05,100440.23952124022
2023-07-06,100393.31964282224
2023-07-07,100346.89284252927
2023-07-10,100346.89284252927
2023-07-11,100396.33528851316
2023-07-12,100396.33528851316
2023-07-13,100347.63780902098
2023-07-14,100298.91783740232
2023-07-17,100298.91783740232
2023-07-18,100249.90783740232
2023-07-19,100298.51698291014
2023-07-20,100347.8181816406
2023-07-21,100298.26458819577
2023-07-24,100347.7072920532
2023-07-25,100347.7072920532
2023-07-26,100397.47564733884
2023-07-27,100397.47564733884
2023-07-28,100349.49888629148
2023-07-31,100349.49888629148
2023-08-01,100301.93142926022
2023-08-02,100301.93142926022
2023-08-03,100255.10542926022
2023-08-04,100208.4338026733
2023-08-07,100208.4338026733
2023-08-08,100258.53441339107
2023-08-09,100258.53441339107
2023-08-10,100308.40836407467
2023-08-11,100308.40836407467
2023-08-14,100308.40836407467
2023-08-16,100308.40836407467
2023-08-17,100308.40836407467
2023-08-18,100308.40836407467
2023-08-21,100356.11448260494
2023-08-22,100405.83863140865
2023-08-23,100355.99373175045
2023-08-24,100309.32893127437
2023-08-25,100359.224861206
2023-08-28,100312.03245623775
2023-08-29,100264.74768652339
2023-08-30,100264.74768652339
2023-08-31,100264.74768652339
2023-09-01,100311.53826025386
2023-09-04,100311.53826025386
2023-09-05,100359.02283911128
2023-09-06,100406.67427563471
2023-09-07,100406.67427563471
2023-09-08,100454.81860607905
2023-09-11,100406.45217114252
2023-09-12,100358.10907257075
2023-09-13,100406.59907257075
2023-09-14,100357.83984069819
2023-09-15,100406.69338684077
2023-09-18,100455.51371807855
2023-09-20,100504.31344244379
2023-09-21,100455.1552421264
2023-09-22,100504.07216326898
2023-09-25,100553.4700836181
2023-09-26,100506.14280432122
2023-09-27,100506.14280432122
2023-09-28,100459.17960607904
2023-09-29,100505.74674792474
2023-10-03,100552.57914880365
2023-10-04,100552.57914880365
2023-10-05,100552.57914880365
2023-10-06,100599.78468859856
2023-10-09,100599.78468859856
2023-10-10,100648.25508874505
2023-10-11,100599.27948962395
2023-10-12,100599.27948962395
2023-10-13,100647.42559094231
2023-10-16,100647.42559094231
2023-10-17,100696.0092110595
2023-10-18,100647.58747082512
2023-10-19,100600.24614953606
2023-10-20,100600.24614953606
2023-10-23,100647.17796936027
2023-10-25,100600.23630871574
2023-10-26,100600.23630871574
2023-10-27,100600.23630871574
2023-10-30,100600.23630871574
2023-10-31,100600.23630871574
2023-11-01,100551.20134893792
2023-11-02,100600.26510406486
2023-11-03,100600.26510406486
2023-11-06,100648.94425231926
2023-11-07,100648.94425231926
2023-11-08,100648.94425231926
2023-11-09,100648.94425231926
2023-11-10,100697.00304254142
2023-11-13,100697.00304254142
2023-11-15,100648.4766427001
2023-11-16,100697.58836413565
2023-11-17,100650.59082983389
2023-11-20,100700.86055822745
2023-11-21,100651.00109802237
2023-11-22,100700.74463952628
2023-11-23,100650.64234973135
2023-11-24,100650.64234973135
2023-11-28,100700.03546997061
2023-11-29,100649.9503281249
2023-11-30,100599.94995788565
2023-12-01,100650.1790876464
2023-12-04,100698.06829229728
2023-12-05,100698.06829229728
2023-12-06,100746.2592272338
2023-12-07,100698.10209197989
2023-12-08,100698.10209197989
2023-12-11,100650.32826232901
2023-12-12,100697.75570751945
2023-12-13,100697.75570751945
2023-12-14,100745.77770593253
2023-12-15,100745.77770593253
2023-12-18,100794.9487753295
2023-12-19,100794.9487753295
2023-12-20,100745.08519567862
2023-12-21,100696.50699261465
2023-12-22,100696.50699261465
2023-12-26,100696.50699261465
2023-12-27,100743.69471697988
2023-12-28,100743.69471697988
2023-12-29,100790.81744055166
2024-01-01,100790.81744055166
2024-01-02,100838.50657739249
2024-01-03,100789.89983764639
2024-01-04,100839.19278283682
2024-01-05,100792.57434289542
2024-01-08,100842.625514038
2024-01-09,100842.625514038
2024-01-10,100842.625514038
2024-01-11,100892.64333935537
2024-01-12,100842.51241229239
2024-01-15,100842.51241229239
2024-01-16,100891.41704675283
2024-01-17,100939.13107830801
2024-01-18,100891.47827941885
2024-01-19,100843.48520489493
2024-01-23,100843.48520489493
2024-01-24,100843.48520489493
2024-01-25,100893.02238739004
2024-01-29,100942.7466071166
2024-01-30,100942.7466071166
2024-01-31,100990.7435067748
2024-02-01,100990.7435067748
2024-02-02,101038.23423687734
2024-02-05,101038.23423687734
2024-02-06,101038.23423687734
2024-02-07,101088.2877354125
2024-02-08,101088.2877354125
2024-02-09,101137.93893566883
2024-02-12,101137.93893566883
2024-02-13,101088.25841107167
2024-02-14,101137.61613720692
2024-02-15,101087.61213940418
2024-02-16,101087.61213940418
2024-02-19,101137.5658903197
2024-02-20,101184.80343011463
2024-02-21,101184.80343011463
2024-02-22,101184.80343011463
2024-02-23,101134.52965295398
2024-02-26,101084.22505273425
2024-02-27,101084.22505273425
2024-02-28,101084.22505273425
2024-02-29,101035.2999260863
2024-03-01,101084.39725061023
2024-03-04,101034.82735192859
2024-03-05,100985.1852272948
2024-03-06,100985.1852272948
2024-03-07,101033.04737725818
2024-03-11,101033.04737725818
2024-03-12,101081.30687707507
2024-03-13,101129.81672601306
2024-03-14,101129.81672601306
2024-03-15,101177.88790093981
2024-03-18,101177.88790093981
2024-03-19,101226.85899896227
2024-03-20,101276.67729852282
2024-03-21,101327.17104852281
2024-03-22,101377.63029779038
2024-03-26,101425.07517840562
2024-03-27,101473.97542926011
2024-03-28,101523.40173114
2024-04-01,101475.79124652085
2024-04-02,101475.79124652085
2024-04-03,101526.33824737534
2024-04-04,101526.33824737534
2024-04-05,101479.18887396225
2024-04-08,101479.18887396225
2024-04-09,101479.18887396225
2024-04-10,101479.18887396225
2024-04-12,101428.48927191147
2024-04-15,101378.32314129623
2024-04-16,101378.32314129623
2024-04-18,101426.9644613646
2024-04-19,101475.02541204818
2024-04-22,101525.67244061263
2024-04-23,101477.9836290892
2024-04-24,101525.457158264
2024-04-25,101477.59187316879
2024-04-26,101477.59187316879
2024-04-29,101477.59187316879
2024-04-30,101525.57869323714
2024-05-02,101476.79947521957
2024-05-03,101524.574411743
2024-05-06,101524.574411743
2024-05-07,101476.09983215315
2024-05-08,101476.09983215315
2024-05-09,101428.36816259749
2024-05-10,101378.20486120589
2024-05-13,101428.48006292708
2024-05-14,101377.96861303694
2024-05-15,101327.65223730452
2024-05-16,101378.03521032697
2024-05-17,101330.61153906232
2024-05-21,101381.01746435529
2024-05-22,101381.01746435529
2024-05-23,101428.40459582502
2024-05-24,101476.31742541486
2024-05-27,101524.49422729474
2024-05-28,101475.8872056883
2024-05-29,101427.61786657697
2024-05-30,101427.61786657697
2024-05-31,101477.91234106428
2024-06-03,101429.08902014143
2024-06-04,101429.08902014143
2024-06-05,101479.42939642316
2024-06-06,101527.8364266966
2024-06-07,101577.06833673078
2024-06-10,101577.06833673078
2024-06-11,101626.8939855345
2024-06-12,101677.09518536359
2024-06-13,101724.44508361799
2024-06-14,101771.99011199933
2024-06-18,101820.02251184064
2024-06-19,101820.02251184064
2024-06-20,101769.24304125959
2024-06-21,101769.24304125959
2024-06-24,101769.24304125959
2024-06-25,101719.41508276349
2024-06-26,101769.10388293439
2024-06-27,101819.35583276348
2024-06-28,101768.98250231915
2024-07-01,101818.67648156719
2024-07-02,101818.67648156719
2024-07-03,101869.22166064434
2024-07-04,101821.61579156475
2024-07-05,101821.61579156475
2024-07-08,101821.61579156475
2024-07-09,101771.70593255595
2024-07-10,101821.32249139385
2024-07-11,101821.32249139385
2024-07-12,101772.12278118877
2024-07-15,101821.4450614622
2024-07-16,101821.4450614622
2024-07-18,101870.89348272685
2024-07-19,101870.89348272685
2024-07-22,101870.89348272685
2024-07-23,101870.89348272685
2024-07-24,101870.89348272685
2024-07-25,101920.26395758036
2024-07-26,101970.49865728739
2024-07-29,101922.53388653544
2024-07-30,101970.34598602274
2024-07-31,101922.39493499736
2024-08-01,101874.48763311747
2024-08-02,101823.90913275126
2024-08-05,101823.90913275126
2024-08-06,101873.78023077371
2024-08-07,101824.00198095682
2024-08-08,101873.80723150613
2024-08-09,101873.80723150613
2024-08-12,101824.00048315407
2024-08-13,101824.00048315407
2024-08-14,101824.00048315407
2024-08-16,101872.87648352027
2024-08-19,101872.87648352027
2024-08-20,101922.82520727516
2024-08-21,101922.82520727516
2024-08-22,101872.12175756814
2024-08-23,101872.12175756814
2024-08-26,101858.53240209939
2024-08-27,101906.0689842527
2024-08-28,101857.73629565407
2024-08-29,101906.05064770486
2024-08-30,101955.93502575663
2024-09-02,102003.40322766092
2024-09-03,102003.40322766092
2024-09-04,102050.89047253397
2024-09-05,102050.89047253397
2024-09-06,102101.86643188455
2024-09-09,102054.07914520243
2024-09-10,102054.07914520243
2024-09-11,102105.07687530496
2024-09-12,102105.07687530496
2024-09-13,102153.54724676492
2024-09-16,102153.54724676492
2024-09-17,102201.70639660623
2024-09-18,102249.94302514626
2024-09-19,102199.67332482888
2024-09-20,102199.67332482888
2024-09-23,102199.67332482888
2024-09-24,102199.67332482888
2024-09-25,102248.87123925758
2024-09-26,102298.7157743528
2024-09-27,102298.7157743528
2024-09-30,102349.19347308326
2024-10-01,102399.17632916236
2024-10-03,102448.85407482887
2024-10-04,102448.85407482887
